filename,transcript_perekaman,transcript_training
novita_f_20201030_04085_dongeng_yogyakarta,Keadaan tersebut membuat Umar sering duduk termenung seorang diri.,keadaan tersebut membuat umar sering duduk termenung seorang diri 
novita_f_20201030_04086_dongeng_yogyakarta,Apakah hidup kami akan terus kekurangan begini? keluh Umar.,apakah hidup kami akan terus kekurangan begini keluh umar 
novita_f_20201030_04087_dongeng_yogyakarta,"Baru saja Umar selesai bergumam, tiba-tiba ibunya datang menghampiri.Umar, anakku.",baru saja umar selesai bergumam tiba tiba ibunya datang menghampiri umar anakku 
novita_f_20201030_04088_dongeng_yogyakarta,Ibu lihat akhir-akhir ini kamu sering termenung.,ibu lihat akhir akhir ini kamu sering termenung 
novita_f_20201030_04089_dongeng_yogyakarta,"Sejenak, ia menghela nafas panjang.",sejenak ia menghela nafas panjang 
novita_f_20201030_04090_dongeng_yogyakarta,"juga masih bingung, Bu ",juga masih bingung bu 
novita_f_20201030_04091_dongeng_yogyakarta,"Tapi, Umar harus mencari akal untuk bisa memperbaiki nasib keluarga kita, kata Umar.Baiklah, Anakku.",tapi umar harus mencari akal untuk bisa memperbaiki nasib keluarga kita kata umar baiklah anakku 
novita_f_20201030_04092_dongeng_yogyakarta,Ia masih berpikir bagaimana cara bisa mensejahterakan keluarganya.,ia masih berpikir bagaimana cara bisa mensejahterakan keluarganya 
novita_f_20201030_04093_dongeng_yogyakarta,"Tapi, tidak ada salahnya kalau kita mencobanya dulu, jawab Umar.",tapi tidak ada salahnya kalau kita mencobanya dulu jawab umar 
novita_f_20201030_04094_dongeng_yogyakarta,"Meskipun sang Ibu berkali-kali menasehatinya, Umar tetap bersikeras ingin melamar putri raja.",meskipun sang ibu berkali kali menasehatinya umar tetap bersikeras ingin melamar putri raja 
novita_f_20201030_04095_dongeng_yogyakarta,"Maka dengan berat hati, sang Ibu pun memberanikan diri menghadap sang Raja pada esok harinya.",maka dengan berat hati sang ibu pun memberanikan diri menghadap sang raja pada esok harinya 
novita_f_20201030_04096_dongeng_yogyakarta,"Setiba di istana, perempuan paruh baya itu memberikan sembah hormat kepada sang Raja.",setiba di istana perempuan paruh baya itu memberikan sembah hormat kepada sang raja 
novita_f_20201030_04097_dongeng_yogyakarta,ampun Baginda atas kelancangan hamba ,ampun baginda atas kelancangan hamba 
novita_f_20201030_04098_dongeng_yogyakarta,"Hamba datang menghadap untuk menyampaikan lamaran Umar anak hamba, lapor ibu Umar.",hamba datang menghadap untuk menyampaikan lamaran umar anak hamba lapor ibu umar 
novita_f_20201030_04099_dongeng_yogyakarta,Sang Raja tahu jika Umar yang akan menjadi menantunya itu berasal dari rakyat biasa.,sang raja tahu jika umar yang akan menjadi menantunya itu berasal dari rakyat biasa 
novita_f_20201030_04100_dongeng_yogyakarta,Apakah syarat itu? tanya ibu Umar.,apakah syarat itu tanya ibu umar 
novita_f_20201030_04101_dongeng_yogyakarta,"pernikahan ini dilangsungkan, Umar harus tinggal di istana dalam waktu beberapa hari untuk mengikuti beberapa ujian ",pernikahan ini dilangsungkan umar harus tinggal di istana dalam waktu beberapa hari untuk mengikuti beberapa ujian 
novita_f_20201030_04102_dongeng_yogyakarta,"Selama tinggal di istana, ia tidak boleh marah sekali saja dengan tugas apa pun yang kuberikan.",selama tinggal di istana ia tidak boleh marah sekali saja dengan tugas apa pun yang kuberikan 
novita_f_20201030_04103_dongeng_yogyakarta,"Jika ia melanggarnya, maka ia akan kujual sebagai budak ke negeri lain.",jika ia melanggarnya maka ia akan kujual sebagai budak ke negeri lain 
novita_f_20201030_04104_dongeng_yogyakarta,"Maka, hari itu juga Umar berangkat ke istana.",maka hari itu juga umar berangkat ke istana 
novita_f_20201030_04105_dongeng_yogyakarta,"Setiba di sana, sang Raja pun langsung memberinya tugas.Hai, Umar.",setiba di sana sang raja pun langsung memberinya tugas hai umar 
novita_f_20201030_04106_dongeng_yogyakarta,"Ketika hari menjelang siang, ia kembali ke istana dengan keadaan haus dan lapar.",ketika hari menjelang siang ia kembali ke istana dengan keadaan haus dan lapar 
novita_f_20201030_04107_dongeng_yogyakarta,"Namun, setiba di istana, ia tidak diberi minum dan makan sedikit pun oleh sang Raja.",namun setiba di istana ia tidak diberi minum dan makan sedikit pun oleh sang raja 
novita_f_20201030_04108_dongeng_yogyakarta,"Rupanya, Umar tidak tahan dengan perlakuan itu sehingga ia pun menjadi marah.",rupanya umar tidak tahan dengan perlakuan itu sehingga ia pun menjadi marah 
novita_f_20201030_04109_dongeng_yogyakarta,Kenapa hamba tidak diberi makan dan minum? ,kenapa hamba tidak diberi makan dan minum 
novita_f_20201030_04110_dongeng_yogyakarta,"Padahal, hamba sudah bekerja keras membajak sawah Baginda, kata Umar dengan perasaan kesal di hadapan sang Raja.",padahal hamba sudah bekerja keras membajak sawah baginda kata umar dengan perasaan kesal di hadapan sang raja 
novita_f_20201030_04111_dongeng_yogyakarta,"kamu marah, Umar? tanya sang Raja.Ampun, Baginda ",kamu marah umar tanya sang raja ampun baginda 
novita_f_20201030_04112_dongeng_yogyakarta,Ia pun tidak boleh memperistri putri raja.,ia pun tidak boleh memperistri putri raja 
novita_f_20201030_04113_dongeng_yogyakarta,"Sialnya lagi, ia dijual sebagai budak ke luar negeri.",sialnya lagi ia dijual sebagai budak ke luar negeri 
novita_f_20201030_04114_dongeng_yogyakarta,Ibu dan adik-adik Umar yang mengetahui kabar tersebut menjadi sedih.,ibu dan adik adik umar yang mengetahui kabar tersebut menjadi sedih 
novita_f_20201030_04115_dongeng_yogyakarta,"Namun, hal itu tidak membuat adik-adik Umar berputus asa.",namun hal itu tidak membuat adik adik umar berputus asa 
novita_f_20201030_04116_dongeng_yogyakarta,Mereka pun mencoba untuk melamar sang Putri.,mereka pun mencoba untuk melamar sang putri 
novita_f_20201030_04117_dongeng_yogyakarta,Begitu pula anak ketiga hingga anak keenam janda itu mengalami nasib yang sama.,begitu pula anak ketiga hingga anak keenam janda itu mengalami nasib yang sama 
novita_f_20201030_04118_dongeng_yogyakarta,"Kini, tinggal si Gulap yang menemani ibunya.",kini tinggal si gulap yang menemani ibunya 
novita_f_20201030_04119_dongeng_yogyakarta,"Ketika ia berniat untuk melamar Putri raja, sang Ibu melarangnya.Jangan, Nak! ",ketika ia berniat untuk melamar putri raja sang ibu melarangnya jangan nak 
novita_f_20201030_04120_dongeng_yogyakarta,Tinggal kamulah satu-satunya milik Ibu di dunia ini.,tinggal kamulah satu satunya milik ibu di dunia ini 
novita_f_20201030_04121_dongeng_yogyakarta,"Lagi pula, Ibu sangat malu kepada Raja, ujar sang Ibu.",lagi pula ibu sangat malu kepada raja ujar sang ibu 
novita_f_20201030_04122_dongeng_yogyakarta,Gulap tidak akan mengecewakan Ibu.,gulap tidak akan mengecewakan ibu 
novita_f_20201030_04123_dongeng_yogyakarta,"Izinkanlah Gulap untuk mencobanya, pinta Gulap.Sang Ibu pun tidak bisa menolak keinginan putra bungsunya.",izinkanlah gulap untuk mencobanya pinta gulap sang ibu pun tidak bisa menolak keinginan putra bungsunya 
novita_f_20201030_04124_dongeng_yogyakarta,"Maka, ia terpaksa menghadap sang Raja lagi.",maka ia terpaksa menghadap sang raja lagi 
novita_f_20201030_04125_dongeng_yogyakarta,Sang Raja pun bersedia menerima lamaran Gulap.,sang raja pun bersedia menerima lamaran gulap 
novita_f_20201030_04126_dongeng_yogyakarta,"Seperti keenam kakaknya, Gulap pun tinggal di istana.",seperti keenam kakaknya gulap pun tinggal di istana 
novita_f_20201030_04127_dongeng_yogyakarta,"Ketika diperintahkan membajak sawah sang Raja yang luas itu, ia bekerja dengan tekun tanpa mengenal lelah.",ketika diperintahkan membajak sawah sang raja yang luas itu ia bekerja dengan tekun tanpa mengenal lelah 
novita_f_20201030_04128_dongeng_yogyakarta,"Meskipun tidak diberi makanan dan minuman, Gulap tetap bersabar menahan rasa lapar.",meskipun tidak diberi makanan dan minuman gulap tetap bersabar menahan rasa lapar 
novita_f_20201030_04129_dongeng_yogyakarta,"Untuk melepas rasa dahaga, sekali-kali ia meminum air sawah.",untuk melepas rasa dahaga sekali kali ia meminum air sawah 
novita_f_20201030_04130_dongeng_yogyakarta,"Akhirnya, pekerjaannya pun selesai saat hari mulai senja.",akhirnya pekerjaannya pun selesai saat hari mulai senja 
novita_f_20201030_04131_dongeng_yogyakarta,"Dengan rasa capai yang begitu berat, Gulap pulang ke istana.",dengan rasa capai yang begitu berat gulap pulang ke istana 
novita_f_20201030_04132_dongeng_yogyakarta,"Apakah kamu tidak merasa haus dan lapar? tanya sang Raja.Ampun, Baginda.",apakah kamu tidak merasa haus dan lapar tanya sang raja ampun baginda 
novita_f_20201030_04133_dongeng_yogyakarta,"Sebenarnya hamba sangat lapar, tapi ada orang yang mengirimi hamba makanan, jawab Gulap dengan tenang.",sebenarnya hamba sangat lapar tapi ada orang yang mengirimi hamba makanan jawab gulap dengan tenang 
novita_f_20201030_04134_dongeng_yogyakarta,"Wajah hamba merah begini karena terkena terik matahari, jawab Gulap.",wajah hamba merah begini karena terkena terik matahari jawab gulap 
novita_f_20201030_04135_dongeng_yogyakarta,Sang Raja tersenyum lebar.,sang raja tersenyum lebar 
novita_f_20201030_04136_dongeng_yogyakarta,Ia amat puas melihat atas keberhasilan Gulap melalui ujian itu.,ia amat puas melihat atas keberhasilan gulap melalui ujian itu 
novita_f_20201030_04137_dongeng_yogyakarta,"Namun, hal itu bukan berarti Gulap sudah boleh menikah dengan sang Putri.",namun hal itu bukan berarti gulap sudah boleh menikah dengan sang putri 
novita_f_20201030_04138_dongeng_yogyakarta,Masih ada ujian lain yang harus dilaluinya.,masih ada ujian lain yang harus dilaluinya 
novita_f_20201030_04139_dongeng_yogyakarta,"Keesokan hari, ia diajak oleh sang Raja ke kebun tebu yang amat luas miliknya sang Raja.",keesokan hari ia diajak oleh sang raja ke kebun tebu yang amat luas miliknya sang raja 
novita_f_20201030_04140_dongeng_yogyakarta,Gulap pun berpikir keras bagaimana cara membuat sang Raja marah.,gulap pun berpikir keras bagaimana cara membuat sang raja marah 
novita_f_20201030_04141_dongeng_yogyakarta,"Jika hal itu terjadi, tentu sang Rajalah yang akan dijual sebagai budak ke luar negeri.",jika hal itu terjadi tentu sang rajalah yang akan dijual sebagai budak ke luar negeri 
novita_f_20201030_04142_dongeng_yogyakarta,"Setelah itu, ia membersihkan daun-daun tebu itu lalu membuangnya ke dalam lubang yang telah dibuatnya.",setelah itu ia membersihkan daun daun tebu itu lalu membuangnya ke dalam lubang yang telah dibuatnya 
novita_f_20201030_04143_dongeng_yogyakarta,"Setelah selesai, ia kembali ke istana untuk melapor kepada sang Raja.Ampun, Baginda.",setelah selesai ia kembali ke istana untuk melapor kepada sang raja ampun baginda 
novita_f_20201030_04144_dongeng_yogyakarta,"Hamba telah menyelesaikan tugas hamba, lapor Gulap.Bagus, Gulap.",hamba telah menyelesaikan tugas hamba lapor gulap bagus gulap 
novita_f_20201030_04145_dongeng_yogyakarta,"Seluruh tanaman tebunya telah gundul.Hai, Gulap.",seluruh tanaman tebunya telah gundul hai gulap 
novita_f_20201030_04146_dongeng_yogyakarta,Kenapa kamu menggundul semua tanaman tebuku? tanya sang Raja dengan kesal.,kenapa kamu menggundul semua tanaman tebuku tanya sang raja dengan kesal 
novita_f_20201030_04147_dongeng_yogyakarta,"Baginda marah kepada hamba? Gulap balik bertanya.Iya, aku sangat marah ",baginda marah kepada hamba gulap balik bertanya iya aku sangat marah 
novita_f_20201030_04148_dongeng_yogyakarta,"Kamu telah menggundul seluruh tanaman tebuku, padahal belum saatnya dipanen, jawab sang Raja dengan muka merah.",kamu telah menggundul seluruh tanaman tebuku padahal belum saatnya dipanen jawab sang raja dengan muka merah 
novita_f_20201030_04149_dongeng_yogyakarta,Masih ingatkah dengan janji yang pernah Baginda ucapkan? tanya Gulap.Sang Raja pun terdiam.,masih ingatkah dengan janji yang pernah baginda ucapkan tanya gulap sang raja pun terdiam 
novita_f_20201030_04150_dongeng_yogyakarta,Ia baru sadar bahwa dirinya telah melanggar janji.,ia baru sadar bahwa dirinya telah melanggar janji 
novita_f_20201030_04151_dongeng_yogyakarta,"Aku berjanji akan menikahkanmu dengan putriku. Baiklah, Baginda.",aku berjanji akan menikahkanmu dengan putriku baiklah baginda 
novita_f_20201030_04152_dongeng_yogyakarta,"Setelah keenam kakaknya dikembalikan ke istana, pernikahaan Gulap dengan sang Putri pun dilangsungkan dengan meriah.",setelah keenam kakaknya dikembalikan ke istana pernikahaan gulap dengan sang putri pun dilangsungkan dengan meriah 
novita_f_20201030_04153_dongeng_yogyakarta,Keduanya pun hidup berbahagia.,keduanya pun hidup berbahagia 
novita_f_20201030_04154_dongeng_yogyakarta,"Untuk melengkapi kebahagiaan itu, Gulap memboyong ibu dan saudara-saudaranya untuk tinggal di istana.",untuk melengkapi kebahagiaan itu gulap memboyong ibu dan saudara saudaranya untuk tinggal di istana 
novita_f_20201030_04155_dongeng_yogyakarta,"Beberapa tahun kemudian, Gulap dinobatkan sebagai raja menggantikan mertuanya yang sudah tua.",beberapa tahun kemudian gulap dinobatkan sebagai raja menggantikan mertuanya yang sudah tua 
novita_f_20201030_04156_dongeng_yogyakarta,"Sejak itulah, Gulap memimpin kerajaan itu dengan adil dan bijaksana.",sejak itulah gulap memimpin kerajaan itu dengan adil dan bijaksana 
novita_f_20201030_04157_dongeng_yogyakarta,"Rakyatnya pun hidup aman, tenteram, dan sejahtera.",rakyatnya pun hidup aman tenteram dan sejahtera 
novita_f_20201030_04158_dongeng_yogyakarta,Demikian cerita Si Gulap yang Sabar dari daerah Bengkulu.,demikian cerita si gulap yang sabar dari daerah bengkulu 
novita_f_20201030_04159_dongeng_yogyakarta,Sesentola adalah seorang lelaki muda yang mempunyai nafsu makan yang sangat besar.,sesentola adalah seorang lelaki muda yang mempunyai nafsu makan yang sangat besar 
novita_f_20201030_04160_dongeng_yogyakarta,"Oleh karena orangtuanya tidak mampu lagi menghidupinya, Sesentola pun pergi dari kampungnya.",oleh karena orangtuanya tidak mampu lagi menghidupinya sesentola pun pergi dari kampungnya 
novita_f_20201030_04161_dongeng_yogyakarta,"Namun, negeri yang ditujunya ternyata sedang tertimpa musibah.",namun negeri yang ditujunya ternyata sedang tertimpa musibah 
novita_f_20201030_04162_dongeng_yogyakarta,"Penduduk negeri itu hanya tinggal satu orang, yang lainnya telah mati akibat diserang oleh garuda raksasa.",penduduk negeri itu hanya tinggal satu orang yang lainnya telah mati akibat diserang oleh garuda raksasa 
novita_f_20201030_04163_dongeng_yogyakarta,Apa yang akan dilakukan selanjutnya? ,apa yang akan dilakukan selanjutnya 
novita_f_20201030_04164_dongeng_yogyakarta,Simak kisahnya dalam cerita Sesentola dan Burung Garuda berikut ini! ,simak kisahnya dalam cerita sesentola dan burung garuda berikut ini 
novita_f_20201030_04165_dongeng_yogyakarta,"Dahulu, di daerah Sulawesi Tengah, hiduplah sepasang suami istri.",dahulu di daerah sulawesi tengah hiduplah sepasang suami istri 
novita_f_20201030_04166_dongeng_yogyakarta,Sudah puluhan tahun mereka menikah namun belum juga dikaruniai seorang anak.,sudah puluhan tahun mereka menikah namun belum juga dikaruniai seorang anak 
novita_f_20201030_04167_dongeng_yogyakarta,"Meskipun demikian, mereka tidak pernah berputus asa.",meskipun demikian mereka tidak pernah berputus asa 
novita_f_20201030_04168_dongeng_yogyakarta,"Setiap malam mereka berdoa kepada Tuhan agar dikaruniai anak, walau bagaimana pun keadaannya.",setiap malam mereka berdoa kepada tuhan agar dikaruniai anak walau bagaimana pun keadaannya 
novita_f_20201030_04169_dongeng_yogyakarta,"Hingga pada suatu ketika, sang istri pun hamil.",hingga pada suatu ketika sang istri pun hamil 
novita_f_20201030_04170_dongeng_yogyakarta,Engkau telah mengabulkan doa kami.,engkau telah mengabulkan doa kami 
novita_f_20201030_04171_dongeng_yogyakarta,"Jika anak itu telah lahir, hamba berjanji akan merawat dan membesarkannya dengan penuh kasih sayang, ucap sang suami.",jika anak itu telah lahir hamba berjanji akan merawat dan membesarkannya dengan penuh kasih sayang ucap sang suami 
novita_f_20201030_04172_dongeng_yogyakarta,"Beberapa bulan kemudian, sang istri pun melahirkan seorang anak laki-laki yang mereka beri nama Sesentola.",beberapa bulan kemudian sang istri pun melahirkan seorang anak laki laki yang mereka beri nama sesentola 
novita_f_20201030_04173_dongeng_yogyakarta,"Sejak dilahirkan, terlihat ada tanda-tanda keajaiban pada diri anak itu.",sejak dilahirkan terlihat ada tanda tanda keajaiban pada diri anak itu 
novita_f_20201030_04174_dongeng_yogyakarta,Ia amat kuat minum susu.,ia amat kuat minum susu 
novita_f_20201030_04175_dongeng_yogyakarta,"Terkadang, ia menangis karena merasa kurang kenyang.",terkadang ia menangis karena merasa kurang kenyang 
novita_f_20201030_04176_dongeng_yogyakarta,Sang ibu pun mulai kebingungan melihat keadaan anaknya.,sang ibu pun mulai kebingungan melihat keadaan anaknya 
novita_f_20201030_04177_dongeng_yogyakarta,anak kita masih lapar padahal air susuku sudah habis ,anak kita masih lapar padahal air susuku sudah habis 
novita_f_20201030_04178_dongeng_yogyakarta,Apa yang harus kita lakukan? tanya sang istri bingung.,apa yang harus kita lakukan tanya sang istri bingung 
novita_f_20201030_04179_dongeng_yogyakarta,"kita beri tambahan makanan saja, ujar suaminya ",kita beri tambahan makanan saja ujar suaminya 
novita_f_20201030_04180_dongeng_yogyakarta,"harus bagaimana lagi, ",harus bagaimana lagi 
novita_f_20201030_04181_dongeng_yogyakarta,"Jika tidak diberi makanan tambahan, ia pasti akan menangis terus, ujar sang suami.",jika tidak diberi makanan tambahan ia pasti akan menangis terus ujar sang suami 
