filename,transcript_perekaman,transcript_training
rakagu_m_20201030_0638_wilayah1_semarang,Wilayah CELALA terletak di Indonesia ,wilayah celala terletak di indonesia 
rakagu_m_20201030_0639_wilayah1_semarang,Wilayah RUSIP ANTARA terletak di Indonesia ,wilayah rusip antara terletak di indonesia 
rakagu_m_20201030_0640_wilayah1_semarang,Wilayah JOHAN PAHLAWAN terletak di Indonesia ,wilayah johan pahlawan terletak di indonesia 
rakagu_m_20201030_0641_wilayah1_semarang,Wilayah SAMATIGA terletak di Indonesia ,wilayah samatiga terletak di indonesia 
rakagu_m_20201030_0642_wilayah1_semarang,Wilayah BUBON terletak di Indonesia ,wilayah bubon terletak di indonesia 
rakagu_m_20201030_0643_wilayah1_semarang,Wilayah ARONGAN LAMBALEK terletak di Indonesia ,wilayah arongan lambalek terletak di indonesia 
rakagu_m_20201030_0644_wilayah1_semarang,Wilayah WOYLA terletak di Indonesia ,wilayah woyla terletak di indonesia 
rakagu_m_20201030_0645_wilayah1_semarang,Wilayah WOYLA BARAT terletak di Indonesia ,wilayah woyla barat terletak di indonesia 
rakagu_m_20201030_0646_wilayah1_semarang,Wilayah WOYLA TIMUR terletak di Indonesia ,wilayah woyla timur terletak di indonesia 
rakagu_m_20201030_0647_wilayah1_semarang,Wilayah KAWAY XVI terletak di Indonesia ,wilayah kaway xvi terletak di indonesia 
rakagu_m_20201030_0648_wilayah1_semarang,Wilayah MEUREUBO terletak di Indonesia ,wilayah meureubo terletak di indonesia 
rakagu_m_20201030_0649_wilayah1_semarang,Wilayah PANTAI CEUREMEN terletak di Indonesia ,wilayah pantai ceuremen terletak di indonesia 
rakagu_m_20201030_0650_wilayah1_semarang,Wilayah PANTON REU terletak di Indonesia ,wilayah panton reu terletak di indonesia 
rakagu_m_20201030_0651_wilayah1_semarang,Wilayah SUNGAI MAS terletak di Indonesia ,wilayah sungai mas terletak di indonesia 
rakagu_m_20201030_0652_wilayah1_semarang,Wilayah LHOONG terletak di Indonesia ,wilayah lhoong terletak di indonesia 
rakagu_m_20201030_0653_wilayah1_semarang,Wilayah LHOKNGA terletak di Indonesia ,wilayah lhoknga terletak di indonesia 
rakagu_m_20201030_0654_wilayah1_semarang,Wilayah LEUPUNG terletak di Indonesia ,wilayah leupung terletak di indonesia 
rakagu_m_20201030_0655_wilayah1_semarang,Wilayah INDRAPURI terletak di Indonesia ,wilayah indrapuri terletak di indonesia 
rakagu_m_20201030_0656_wilayah1_semarang,Wilayah KUTA COT GLIE terletak di Indonesia ,wilayah kuta cot glie terletak di indonesia 
rakagu_m_20201030_0657_wilayah1_semarang,Wilayah SEULIMEUM terletak di Indonesia ,wilayah seulimeum terletak di indonesia 
rakagu_m_20201030_0658_wilayah1_semarang,Wilayah KOTA JANTHO terletak di Indonesia ,wilayah kota jantho terletak di indonesia 
rakagu_m_20201030_0659_wilayah1_semarang,Wilayah LEMBAH SEULAWAH terletak di Indonesia ,wilayah lembah seulawah terletak di indonesia 
rakagu_m_20201030_0660_wilayah1_semarang,Wilayah MESJID RAYA terletak di Indonesia ,wilayah mesjid raya terletak di indonesia 
rakagu_m_20201030_0661_wilayah1_semarang,Wilayah DARUSSALAM terletak di Indonesia ,wilayah darussalam terletak di indonesia 
rakagu_m_20201030_0662_wilayah1_semarang,Wilayah BAITUSSALAM terletak di Indonesia ,wilayah baitussalam terletak di indonesia 
rakagu_m_20201030_0663_wilayah1_semarang,Wilayah KUTA BARO terletak di Indonesia ,wilayah kuta baro terletak di indonesia 
rakagu_m_20201030_0664_wilayah1_semarang,Wilayah MONTASIK terletak di Indonesia ,wilayah montasik terletak di indonesia 
rakagu_m_20201030_0665_wilayah1_semarang,Wilayah BLANG BINTANG terletak di Indonesia ,wilayah blang bintang terletak di indonesia 
rakagu_m_20201030_0666_wilayah1_semarang,Wilayah INGIN JAYA terletak di Indonesia ,wilayah ingin jaya terletak di indonesia 
rakagu_m_20201030_0667_wilayah1_semarang,Wilayah KRUENG BARONA JAYA terletak di Indonesia ,wilayah krueng barona jaya terletak di indonesia 
rakagu_m_20201030_0668_wilayah1_semarang,Wilayah SUKA MAKMUR terletak di Indonesia ,wilayah suka makmur terletak di indonesia 
rakagu_m_20201030_0669_wilayah1_semarang,Wilayah KUTA MALAKA terletak di Indonesia ,wilayah kuta malaka terletak di indonesia 
rakagu_m_20201030_0670_wilayah1_semarang,Wilayah SIMPANG TIGA terletak di Indonesia ,wilayah simpang tiga terletak di indonesia 
rakagu_m_20201030_0671_wilayah1_semarang,Wilayah DARUL KAMAL terletak di Indonesia ,wilayah darul kamal terletak di indonesia 
rakagu_m_20201030_0672_wilayah1_semarang,Wilayah PEUKAN BADA terletak di Indonesia ,wilayah peukan bada terletak di indonesia 
rakagu_m_20201030_0673_wilayah1_semarang,Wilayah PULO ACEH terletak di Indonesia ,wilayah pulo aceh terletak di indonesia 
rakagu_m_20201030_0674_wilayah1_semarang,Wilayah GEUMPANG terletak di Indonesia ,wilayah geumpang terletak di indonesia 
rakagu_m_20201030_0675_wilayah1_semarang,Wilayah MANE terletak di Indonesia ,wilayah mane terletak di indonesia 
rakagu_m_20201030_0676_wilayah1_semarang,Wilayah GLUMPANG TIGA terletak di Indonesia ,wilayah glumpang tiga terletak di indonesia 
rakagu_m_20201030_0677_wilayah1_semarang,Wilayah GLUMPANG BARO terletak di Indonesia ,wilayah glumpang baro terletak di indonesia 
rakagu_m_20201030_0678_wilayah1_semarang,Wilayah MUTIARA terletak di Indonesia ,wilayah mutiara terletak di indonesia 
rakagu_m_20201030_0679_wilayah1_semarang,Wilayah MUTIARA TIMUR terletak di Indonesia ,wilayah mutiara timur terletak di indonesia 
rakagu_m_20201030_0680_wilayah1_semarang,Wilayah TIRO/TRUSEB terletak di Indonesia ,wilayah tirotruseb terletak di indonesia 
rakagu_m_20201030_0681_wilayah1_semarang,Wilayah TANGSE terletak di Indonesia ,wilayah tangse terletak di indonesia 
rakagu_m_20201030_0682_wilayah1_semarang,Wilayah KEUMALA terletak di Indonesia ,wilayah keumala terletak di indonesia 
rakagu_m_20201030_0683_wilayah1_semarang,Wilayah TITEUE terletak di Indonesia ,wilayah titeue terletak di indonesia 
rakagu_m_20201030_0684_wilayah1_semarang,Wilayah SAKTI terletak di Indonesia ,wilayah sakti terletak di indonesia 
rakagu_m_20201030_0685_wilayah1_semarang,Wilayah MILA terletak di Indonesia ,wilayah mila terletak di indonesia 
rakagu_m_20201030_0686_wilayah1_semarang,Wilayah PADANG TIJI terletak di Indonesia ,wilayah padang tiji terletak di indonesia 
rakagu_m_20201030_0687_wilayah1_semarang,Wilayah DELIMA terletak di Indonesia ,wilayah delima terletak di indonesia 
rakagu_m_20201030_0688_wilayah1_semarang,Wilayah GRONG GRONG terletak di Indonesia ,wilayah grong grong terletak di indonesia 
rakagu_m_20201030_0689_wilayah1_semarang,Wilayah INDRAJAYA terletak di Indonesia ,wilayah indrajaya terletak di indonesia 
rakagu_m_20201030_0690_wilayah1_semarang,Wilayah PEUKAN BARO terletak di Indonesia ,wilayah peukan baro terletak di indonesia 
rakagu_m_20201030_0691_wilayah1_semarang,Wilayah KEMBANG TANJONG terletak di Indonesia ,wilayah kembang tanjong terletak di indonesia 
rakagu_m_20201030_0692_wilayah1_semarang,Wilayah SIMPANG TIGA terletak di Indonesia ,wilayah simpang tiga terletak di indonesia 
rakagu_m_20201030_0693_wilayah1_semarang,Wilayah KOTA SIGLI terletak di Indonesia ,wilayah kota sigli terletak di indonesia 
rakagu_m_20201030_0694_wilayah1_semarang,Wilayah PIDIE terletak di Indonesia ,wilayah pidie terletak di indonesia 
rakagu_m_20201030_0695_wilayah1_semarang,Wilayah BATEE terletak di Indonesia ,wilayah batee terletak di indonesia 
rakagu_m_20201030_0696_wilayah1_semarang,Wilayah MUARA TIGA terletak di Indonesia ,wilayah muara tiga terletak di indonesia 
rakagu_m_20201030_0697_wilayah1_semarang,Wilayah SAMALANGA terletak di Indonesia ,wilayah samalanga terletak di indonesia 
rakagu_m_20201030_0698_wilayah1_semarang,Wilayah SIMPANG MAMPLAM terletak di Indonesia ,wilayah simpang mamplam terletak di indonesia 
rakagu_m_20201030_0699_wilayah1_semarang,Wilayah PANDRAH terletak di Indonesia ,wilayah pandrah terletak di indonesia 
rakagu_m_20201030_0700_wilayah1_semarang,Wilayah JEUNIEB terletak di Indonesia ,wilayah jeunieb terletak di indonesia 
rakagu_m_20201030_0701_wilayah1_semarang,Wilayah PEULIMBANG terletak di Indonesia ,wilayah peulimbang terletak di indonesia 
rakagu_m_20201030_0702_wilayah1_semarang,Wilayah PEUDADA terletak di Indonesia ,wilayah peudada terletak di indonesia 
rakagu_m_20201030_0703_wilayah1_semarang,Wilayah JULI terletak di Indonesia ,wilayah juli terletak di indonesia 
rakagu_m_20201030_0704_wilayah1_semarang,Wilayah JEUMPA terletak di Indonesia ,wilayah jeumpa terletak di indonesia 
rakagu_m_20201030_0705_wilayah1_semarang,Wilayah KUALA terletak di Indonesia ,wilayah kuala terletak di indonesia 
rakagu_m_20201030_0706_wilayah1_semarang,Wilayah JANGKA terletak di Indonesia ,wilayah jangka terletak di indonesia 
rakagu_m_20201030_0707_wilayah1_semarang,Wilayah PEUSANGAN terletak di Indonesia ,wilayah peusangan terletak di indonesia 
rakagu_m_20201030_0708_wilayah1_semarang,Wilayah PEUSANGAN SELATAN terletak di Indonesia ,wilayah peusangan selatan terletak di indonesia 
rakagu_m_20201030_0709_wilayah1_semarang,Wilayah PEUSANGAN SIBLAH KRUENG terletak di Indonesia ,wilayah peusangan siblah krueng terletak di indonesia 
rakagu_m_20201030_0710_wilayah1_semarang,Wilayah MAKMUR terletak di Indonesia ,wilayah makmur terletak di indonesia 
rakagu_m_20201030_0711_wilayah1_semarang,Wilayah GANDA PURA terletak di Indonesia ,wilayah ganda pura terletak di indonesia 
rakagu_m_20201030_0712_wilayah1_semarang,Wilayah KUTA BLANG terletak di Indonesia ,wilayah kuta blang terletak di indonesia 
rakagu_m_20201030_0713_wilayah1_semarang,Wilayah SAWANG terletak di Indonesia ,wilayah sawang terletak di indonesia 
rakagu_m_20201030_0714_wilayah1_semarang,Wilayah NISAM terletak di Indonesia ,wilayah nisam terletak di indonesia 
rakagu_m_20201030_0715_wilayah1_semarang,Wilayah NISAM ANTARA terletak di Indonesia ,wilayah nisam antara terletak di indonesia 
rakagu_m_20201030_0716_wilayah1_semarang,Wilayah BANDA BARO terletak di Indonesia ,wilayah banda baro terletak di indonesia 
rakagu_m_20201030_0717_wilayah1_semarang,Wilayah KUTA MAKMUR terletak di Indonesia ,wilayah kuta makmur terletak di indonesia 
rakagu_m_20201030_0718_wilayah1_semarang,Wilayah SIMPANG KERAMAT terletak di Indonesia ,wilayah simpang keramat terletak di indonesia 
rakagu_m_20201030_0719_wilayah1_semarang,Wilayah SYAMTALIRA BAYU terletak di Indonesia ,wilayah syamtalira bayu terletak di indonesia 
rakagu_m_20201030_0720_wilayah1_semarang,Wilayah GEUREUDONG PASE terletak di Indonesia ,wilayah geureudong pase terletak di indonesia 
rakagu_m_20201030_0721_wilayah1_semarang,Wilayah MATANGKULI terletak di Indonesia ,wilayah matangkuli terletak di indonesia 
rakagu_m_20201030_0722_wilayah1_semarang,Wilayah PAYA BAKONG terletak di Indonesia ,wilayah paya bakong terletak di indonesia 
rakagu_m_20201030_0723_wilayah1_semarang,Wilayah PIRAK TIMU terletak di Indonesia ,wilayah pirak timu terletak di indonesia 
rakagu_m_20201030_0724_wilayah1_semarang,Wilayah COT GIREK terletak di Indonesia ,wilayah cot girek terletak di indonesia 
rakagu_m_20201030_0725_wilayah1_semarang,Wilayah TANAH JAMBO AYE terletak di Indonesia ,wilayah tanah jambo aye terletak di indonesia 
rakagu_m_20201030_0726_wilayah1_semarang,Wilayah LANGKAHAN terletak di Indonesia ,wilayah langkahan terletak di indonesia 
rakagu_m_20201030_0727_wilayah1_semarang,Wilayah SEUNUDDON terletak di Indonesia ,wilayah seunuddon terletak di indonesia 
rakagu_m_20201030_0728_wilayah1_semarang,Wilayah BAKTIYA terletak di Indonesia ,wilayah baktiya terletak di indonesia 
rakagu_m_20201030_0729_wilayah1_semarang,Wilayah BAKTIYA BARAT terletak di Indonesia ,wilayah baktiya barat terletak di indonesia 
rakagu_m_20201030_0730_wilayah1_semarang,Wilayah LHOKSUKON terletak di Indonesia ,wilayah lhoksukon terletak di indonesia 
rakagu_m_20201030_0731_wilayah1_semarang,Wilayah TANAH LUAS terletak di Indonesia ,wilayah tanah luas terletak di indonesia 
rakagu_m_20201030_0732_wilayah1_semarang,Wilayah NIBONG terletak di Indonesia ,wilayah nibong terletak di indonesia 
rakagu_m_20201030_0733_wilayah1_semarang,Wilayah SAMUDERA terletak di Indonesia ,wilayah samudera terletak di indonesia 
rakagu_m_20201030_0734_wilayah1_semarang,Wilayah SYAMTALIRA ARON terletak di Indonesia ,wilayah syamtalira aron terletak di indonesia 
rakagu_m_20201030_0735_wilayah1_semarang,Wilayah TANAH PASIR terletak di Indonesia ,wilayah tanah pasir terletak di indonesia 
rakagu_m_20201030_0736_wilayah1_semarang,Wilayah LAPANG terletak di Indonesia ,wilayah lapang terletak di indonesia 
rakagu_m_20201030_0737_wilayah1_semarang,Wilayah MUARA BATU terletak di Indonesia ,wilayah muara batu terletak di indonesia 
rakagu_m_20201030_0738_wilayah1_semarang,Wilayah DEWANTARA terletak di Indonesia ,wilayah dewantara terletak di indonesia 
rakagu_m_20201030_0739_wilayah1_semarang,Wilayah MANGGENG terletak di Indonesia ,wilayah manggeng terletak di indonesia 
rakagu_m_20201030_0740_wilayah1_semarang,Wilayah LEMBAH SABIL terletak di Indonesia ,wilayah lembah sabil terletak di indonesia 
rakagu_m_20201030_0741_wilayah1_semarang,Wilayah TANGAN-TANGAN terletak di Indonesia ,wilayah tangan tangan terletak di indonesia 
rakagu_m_20201030_0742_wilayah1_semarang,Wilayah SETIA terletak di Indonesia ,wilayah setia terletak di indonesia 
rakagu_m_20201030_0743_wilayah1_semarang,Wilayah BLANG PIDIE terletak di Indonesia ,wilayah blang pidie terletak di indonesia 
rakagu_m_20201030_0744_wilayah1_semarang,Wilayah JEUMPA terletak di Indonesia ,wilayah jeumpa terletak di indonesia 
rakagu_m_20201030_0745_wilayah1_semarang,Wilayah SUSOH terletak di Indonesia ,wilayah susoh terletak di indonesia 
rakagu_m_20201030_0746_wilayah1_semarang,Wilayah KUALA BATEE terletak di Indonesia ,wilayah kuala batee terletak di indonesia 
rakagu_m_20201030_0747_wilayah1_semarang,Wilayah BABAH ROT terletak di Indonesia ,wilayah babah rot terletak di indonesia 
rakagu_m_20201030_0748_wilayah1_semarang,Wilayah KUTA PANJANG terletak di Indonesia ,wilayah kuta panjang terletak di indonesia 
rakagu_m_20201030_0749_wilayah1_semarang,Wilayah BLANGKEJEREN terletak di Indonesia ,wilayah blangkejeren terletak di indonesia 
rakagu_m_20201030_0750_wilayah1_semarang,Wilayah PUTRI BETUNG terletak di Indonesia ,wilayah putri betung terletak di indonesia 
rakagu_m_20201030_0751_wilayah1_semarang,Wilayah DABUN GELANG terletak di Indonesia ,wilayah dabun gelang terletak di indonesia 
rakagu_m_20201030_0752_wilayah1_semarang,Wilayah BLANG PEGAYON terletak di Indonesia ,wilayah blang pegayon terletak di indonesia 
rakagu_m_20201030_0753_wilayah1_semarang,Wilayah PINING terletak di Indonesia ,wilayah pining terletak di indonesia 
rakagu_m_20201030_0754_wilayah1_semarang,Wilayah RIKIT GAIB terletak di Indonesia ,wilayah rikit gaib terletak di indonesia 
rakagu_m_20201030_0755_wilayah1_semarang,Wilayah PANTAN CUACA terletak di Indonesia ,wilayah pantan cuaca terletak di indonesia 
rakagu_m_20201030_0756_wilayah1_semarang,Wilayah TERANGUN terletak di Indonesia ,wilayah terangun terletak di indonesia 
rakagu_m_20201030_0757_wilayah1_semarang,Wilayah TRIPE JAYA terletak di Indonesia ,wilayah tripe jaya terletak di indonesia 
rakagu_m_20201030_0758_wilayah1_semarang,Wilayah TAMIANG HULU terletak di Indonesia ,wilayah tamiang hulu terletak di indonesia 
rakagu_m_20201030_0759_wilayah1_semarang,Wilayah BANDAR PUSAKA terletak di Indonesia ,wilayah bandar pusaka terletak di indonesia 
rakagu_m_20201030_0760_wilayah1_semarang,Wilayah KEJURUAN MUDA terletak di Indonesia ,wilayah kejuruan muda terletak di indonesia 
rakagu_m_20201030_0761_wilayah1_semarang,Wilayah TENGGULUN terletak di Indonesia ,wilayah tenggulun terletak di indonesia 
rakagu_m_20201030_0762_wilayah1_semarang,Wilayah RANTAU terletak di Indonesia ,wilayah rantau terletak di indonesia 
rakagu_m_20201030_0763_wilayah1_semarang,Wilayah KOTA KUALA SIMPANG terletak di Indonesia ,wilayah kota kuala simpang terletak di indonesia 
rakagu_m_20201030_0764_wilayah1_semarang,Wilayah SERUWAY terletak di Indonesia ,wilayah seruway terletak di indonesia 
rakagu_m_20201030_0765_wilayah1_semarang,Wilayah BANDA MULIA terletak di Indonesia ,wilayah banda mulia terletak di indonesia 
rakagu_m_20201030_0766_wilayah1_semarang,Wilayah KARANG BARU terletak di Indonesia ,wilayah karang baru terletak di indonesia 
rakagu_m_20201030_0767_wilayah1_semarang,Wilayah SEKERAK terletak di Indonesia ,wilayah sekerak terletak di indonesia 
rakagu_m_20201030_0768_wilayah1_semarang,Wilayah MANYAK PAYED terletak di Indonesia ,wilayah manyak payed terletak di indonesia 
rakagu_m_20201030_0769_wilayah1_semarang,Wilayah DARUL MAKMUR terletak di Indonesia ,wilayah darul makmur terletak di indonesia 
rakagu_m_20201030_0770_wilayah1_semarang,Wilayah TRIPA MAKMUR terletak di Indonesia ,wilayah tripa makmur terletak di indonesia 
rakagu_m_20201030_0771_wilayah1_semarang,Wilayah KUALA terletak di Indonesia ,wilayah kuala terletak di indonesia 
rakagu_m_20201030_0772_wilayah1_semarang,Wilayah KUALA PESISIR terletak di Indonesia ,wilayah kuala pesisir terletak di indonesia 
rakagu_m_20201030_0773_wilayah1_semarang,Wilayah TADU RAYA terletak di Indonesia ,wilayah tadu raya terletak di indonesia 
rakagu_m_20201030_0774_wilayah1_semarang,Wilayah BEUTONG terletak di Indonesia ,wilayah beutong terletak di indonesia 
rakagu_m_20201030_0775_wilayah1_semarang,Wilayah BEUTONG ATEUH BANGGALANG terletak di Indonesia ,wilayah beutong ateuh banggalang terletak di indonesia 
rakagu_m_20201030_0776_wilayah1_semarang,Wilayah SEUNAGAN terletak di Indonesia ,wilayah seunagan terletak di indonesia 
rakagu_m_20201030_0777_wilayah1_semarang,Wilayah SUKA MAKMUE terletak di Indonesia ,wilayah suka makmue terletak di indonesia 
rakagu_m_20201030_0778_wilayah1_semarang,Wilayah SEUNAGAN TIMUR terletak di Indonesia ,wilayah seunagan timur terletak di indonesia 
rakagu_m_20201030_0779_wilayah1_semarang,Wilayah TEUNOM terletak di Indonesia ,wilayah teunom terletak di indonesia 
rakagu_m_20201030_0780_wilayah1_semarang,Wilayah PASIE RAYA terletak di Indonesia ,wilayah pasie raya terletak di indonesia 
rakagu_m_20201030_0781_wilayah1_semarang,Wilayah KRUENG SABEE terletak di Indonesia ,wilayah krueng sabee terletak di indonesia 
rakagu_m_20201030_0782_wilayah1_semarang,Wilayah SETIA BAKTI terletak di Indonesia ,wilayah setia bakti terletak di indonesia 
rakagu_m_20201030_0783_wilayah1_semarang,Wilayah SAMPOINIET terletak di Indonesia ,wilayah sampoiniet terletak di indonesia 
rakagu_m_20201030_0784_wilayah1_semarang,Wilayah DARUL HIKMAH terletak di Indonesia ,wilayah darul hikmah terletak di indonesia 
rakagu_m_20201030_0785_wilayah1_semarang,Wilayah JAYA terletak di Indonesia ,wilayah jaya terletak di indonesia 
rakagu_m_20201030_0786_wilayah1_semarang,Wilayah INDRA JAYA terletak di Indonesia ,wilayah indra jaya terletak di indonesia 
rakagu_m_20201030_0787_wilayah1_semarang,Wilayah TIMANG GAJAH terletak di Indonesia ,wilayah timang gajah terletak di indonesia 
rakagu_m_20201030_0788_wilayah1_semarang,Wilayah GAJAH PUTIH terletak di Indonesia ,wilayah gajah putih terletak di indonesia 
